boolq_id,pred_L1,comp_L1,corr_L1,label_L1,answered_L1,idk_L1,anscorr_L1
dev_1573,i,False,,idk,False,True,
dev_1574,i,False,,idk,False,True,
dev_1576,i,False,,idk,False,True,
dev_1577,no,True,True,no,True,False,True
dev_1578,i,False,,idk,False,True,
dev_1579,yes,True,True,yes,True,False,True
dev_1580,no,True,True,no,True,False,True
dev_1581,i,False,,idk,False,True,
dev_1582,i,False,,idk,False,True,
dev_1583,i,False,,idk,False,True,
dev_1584,i,False,,idk,False,True,
dev_1586,i,False,,idk,False,True,
dev_1587,yes,True,True,yes,True,False,True
dev_1588,i,False,,idk,False,True,
dev_1589,i,False,,idk,False,True,
dev_1590,i,False,,idk,False,True,
dev_1592,yes,True,True,yes,True,False,True
dev_1593,i,False,,idk,False,True,
dev_1594,i,False,,idk,False,True,
dev_1595,no,True,True,no,True,False,True
dev_1596,i,False,,idk,False,True,
dev_1597,i,False,,idk,False,True,
dev_1598,i,False,,idk,False,True,
dev_1599,i,False,,idk,False,True,
dev_1601,i,False,,idk,False,True,
dev_1602,yes,True,True,yes,True,False,True
dev_1603,i,False,,idk,False,True,
dev_1604,i,False,,idk,False,True,
dev_1605,no,True,True,no,True,False,True
dev_1606,yes,True,True,yes,True,False,True
dev_1607,yes,True,True,yes,True,False,True
dev_1608,i,False,,idk,False,True,
dev_1609,i,False,,idk,False,True,
dev_1610,no,True,True,no,True,False,True
dev_1613,no,True,True,no,True,False,True
dev_1615,yes,True,True,yes,True,False,True
dev_1616,i,False,,idk,False,True,
dev_1617,yes,True,True,yes,True,False,True
dev_1618,i,False,,idk,False,True,
dev_1619,i,False,,idk,False,True,
dev_1621,i,False,,idk,False,True,
dev_1624,yes,True,True,yes,True,False,True
dev_1625,yes,True,True,yes,True,False,True
dev_1626,i,False,,idk,False,True,
dev_1627,yes,True,False,yes,True,False,False
dev_1628,i,False,,idk,False,True,
dev_1629,yes,True,True,yes,True,False,True
dev_1630,yes,True,True,yes,True,False,True
dev_1632,no,True,False,no,True,False,False
dev_1633,i,False,,idk,False,True,
dev_1634,yes,True,True,yes,True,False,True
dev_1636,yes,True,True,yes,True,False,True
dev_1637,i,False,,idk,False,True,
dev_1638,i,False,,idk,False,True,
dev_1639,i,False,,idk,False,True,
dev_1640,no,True,True,no,True,False,True
dev_1641,i,False,,idk,False,True,
dev_1642,yes,True,True,yes,True,False,True
dev_1643,no,True,True,no,True,False,True
dev_1644,i,False,,idk,False,True,
dev_1646,yes,True,True,yes,True,False,True
dev_1647,yes,True,True,yes,True,False,True
dev_1648,i,False,,idk,False,True,
dev_1649,i,False,,idk,False,True,
dev_1650,no,True,False,no,True,False,False
dev_1651,i,False,,idk,False,True,
dev_1652,yes,True,True,yes,True,False,True
dev_1653,no,True,True,no,True,False,True
dev_1654,no,True,True,no,True,False,True
dev_1655,yes,True,False,yes,True,False,False
dev_1656,yes,True,True,yes,True,False,True
dev_1657,i,False,,idk,False,True,
dev_1658,no,True,False,no,True,False,False
dev_1659,no,True,False,no,True,False,False
dev_1660,the,False,,other,False,False,
dev_1661,in,False,,other,False,False,
dev_1663,yes,True,True,yes,True,False,True
dev_1664,minute,False,,other,False,False,
dev_1665,i,False,,idk,False,True,
dev_1666,yes,True,True,yes,True,False,True
dev_1667,i,False,,idk,False,True,
dev_1668,i,False,,idk,False,True,
dev_1670,i,False,,idk,False,True,
dev_1671,the,False,,other,False,False,
dev_1672,i,False,,idk,False,True,
dev_1673,no,True,False,no,True,False,False
dev_1674,no,True,True,no,True,False,True
dev_1675,no,True,True,no,True,False,True
dev_1676,no,True,True,no,True,False,True
dev_1677,i,False,,idk,False,True,
dev_1679,i,False,,idk,False,True,
dev_1680,yes,True,False,yes,True,False,False
dev_1681,yes,True,True,yes,True,False,True
dev_1682,i,False,,idk,False,True,
dev_1683,i,False,,idk,False,True,
dev_1684,i,False,,idk,False,True,
dev_1685,no,True,True,no,True,False,True
dev_1687,yes,True,False,yes,True,False,False
dev_1688,yes,True,True,yes,True,False,True
dev_1690,yes,True,True,yes,True,False,True
dev_1691,i,False,,idk,False,True,
dev_1692,no,True,True,no,True,False,True
dev_1693,i,False,,idk,False,True,
dev_1694,i,False,,other,False,False,
dev_1695,yes,True,True,yes,True,False,True
dev_1696,yes,True,True,yes,True,False,True
dev_1697,yes,True,True,yes,True,False,True
dev_1698,yes,True,False,yes,True,False,False
dev_1700,yes,True,True,yes,True,False,True
dev_1701,i,False,,idk,False,True,
dev_1702,i,False,,idk,False,True,
dev_1703,i,False,,idk,False,True,
dev_1704,i,False,,idk,False,True,
dev_1707,no,True,False,no,True,False,False
dev_1708,i,False,,idk,False,True,
dev_1709,i,False,,idk,False,True,
dev_1711,no,True,True,no,True,False,True
dev_1714,i,False,,idk,False,True,
dev_1715,no,True,True,no,True,False,True
dev_1716,no,True,True,no,True,False,True
dev_1717,yes,True,True,yes,True,False,True
dev_1718,no,True,True,no,True,False,True
dev_1719,i,False,,idk,False,True,
dev_1720,i,False,,idk,False,True,
dev_1721,yes,True,True,yes,True,False,True
dev_1722,i,False,,idk,False,True,
dev_1723,no,True,True,no,True,False,True
dev_1724,i,False,,idk,False,True,
dev_1725,i,False,,idk,False,True,
dev_1726,no,True,True,no,True,False,True
dev_1727,no,True,False,no,True,False,False
dev_1728,i,False,,idk,False,True,
dev_1730,yes,True,True,yes,True,False,True
dev_1731,i,False,,idk,False,True,
dev_1732,yes,True,True,yes,True,False,True
dev_1733,i,False,,idk,False,True,
dev_1734,yes,True,True,yes,True,False,True
dev_1735,yes,True,True,yes,True,False,True
dev_1736,yes,True,False,yes,True,False,False
dev_1737,no,True,False,no,True,False,False
dev_1738,yes,True,True,yes,True,False,True
dev_1739,i,False,,idk,False,True,
dev_1740,no,True,False,no,True,False,False
dev_1741,yes,True,True,yes,True,False,True
dev_1742,yes,True,True,yes,True,False,True
dev_1743,yes,True,False,yes,True,False,False
dev_1744,yes,True,True,yes,True,False,True
dev_1746,no,True,True,no,True,False,True
dev_1747,yes,True,True,yes,True,False,True
dev_1748,i,False,,idk,False,True,
dev_1749,no,True,False,no,True,False,False
dev_1750,yes,True,False,yes,True,False,False
dev_1751,no,True,True,no,True,False,True
dev_1752,yes,True,True,yes,True,False,True
dev_1753,no,True,True,no,True,False,True
dev_1754,i,False,,idk,False,True,
dev_1755,yes,True,True,yes,True,False,True
dev_1756,i,False,,idk,False,True,
dev_1757,no,True,False,no,True,False,False
dev_1758,yes,True,True,yes,True,False,True
dev_1759,yes,True,True,yes,True,False,True
dev_1762,yes,True,True,yes,True,False,True
dev_1763,no,True,False,no,True,False,False
dev_1764,i,False,,idk,False,True,
dev_1765,i,False,,idk,False,True,
dev_1766,yes,True,True,yes,True,False,True
dev_1767,i,False,,idk,False,True,
dev_1768,i,False,,idk,False,True,
dev_1769,i,False,,idk,False,True,
dev_1770,yes,True,True,yes,True,False,True
dev_1771,yes,True,True,yes,True,False,True
dev_1772,yes,True,True,yes,True,False,True
dev_1773,i,False,,idk,False,True,
dev_1774,yes,True,True,yes,True,False,True
dev_1775,yes,True,False,yes,True,False,False
dev_1776,no,True,True,no,True,False,True
dev_1777,i,False,,idk,False,True,
dev_1779,i,False,,idk,False,True,
dev_1780,yes,True,True,yes,True,False,True
dev_1781,yes,True,True,yes,True,False,True
dev_1782,i,False,,idk,False,True,
dev_1783,yes,True,True,yes,True,False,True
dev_1784,no,True,True,no,True,False,True
dev_1785,yes,True,True,yes,True,False,True
dev_1786,yes,True,True,yes,True,False,True
dev_1787,yes,True,True,yes,True,False,True
dev_1789,yes,True,False,yes,True,False,False
dev_1790,no,True,True,no,True,False,True
dev_1791,i,False,,idk,False,True,
dev_1792,the,False,,other,False,False,
dev_1793,yes,True,True,yes,True,False,True
dev_1794,yes,True,True,yes,True,False,True
dev_1795,i,False,,idk,False,True,
dev_1796,no,True,True,no,True,False,True
dev_1797,i,False,,idk,False,True,
dev_1798,yes,True,True,yes,True,False,True
dev_1799,yes,True,True,yes,True,False,True
dev_1800,yes,True,True,yes,True,False,True
dev_1801,yes,True,True,yes,True,False,True
dev_1802,yes,True,True,yes,True,False,True
dev_1803,i,False,,idk,False,True,
dev_1804,yes,True,True,yes,True,False,True
dev_1805,i,False,,idk,False,True,
dev_1806,yes,True,False,yes,True,False,False
dev_1807,no,True,True,no,True,False,True
dev_1808,yes,True,True,yes,True,False,True
dev_1809,yes,True,True,yes,True,False,True
dev_1811,yes,True,True,yes,True,False,True
dev_1812,i,False,,idk,False,True,
dev_1814,yes,True,False,yes,True,False,False
dev_1815,i,False,,idk,False,True,
dev_1816,no,True,True,no,True,False,True
dev_1817,yes,True,True,yes,True,False,True
dev_1819,no,True,True,no,True,False,True
dev_1820,yes,True,True,yes,True,False,True
dev_1822,i,False,,idk,False,True,
dev_1823,no,True,False,no,True,False,False
dev_1824,yes,True,True,yes,True,False,True
dev_1825,no,True,True,no,True,False,True
dev_1826,yes,True,True,yes,True,False,True
dev_1827,no,True,True,no,True,False,True
dev_1829,yes,True,True,yes,True,False,True
dev_1830,yes,True,True,yes,True,False,True
dev_1831,yes,True,True,yes,True,False,True
dev_1832,yes,True,False,yes,True,False,False
dev_1833,yes,True,True,yes,True,False,True
dev_1834,i,False,,idk,False,True,
dev_1835,yes,True,True,yes,True,False,True
dev_1836,yes,True,True,yes,True,False,True
dev_1837,i,False,,idk,False,True,
dev_1838,yes,True,True,yes,True,False,True
dev_1839,yes,True,True,yes,True,False,True
dev_1840,no,True,True,no,True,False,True
dev_1841,yes,True,True,yes,True,False,True
dev_1842,no,True,True,no,True,False,True
dev_1843,yes,True,True,yes,True,False,True
dev_1844,i,False,,idk,False,True,
dev_1845,yes,True,True,yes,True,False,True
dev_1846,yes,True,True,yes,True,False,True
dev_1847,i,False,,idk,False,True,
dev_1848,i,False,,idk,False,True,
dev_1849,no,True,False,no,True,False,False
dev_1850,no,True,True,no,True,False,True
dev_1851,yes,True,False,yes,True,False,False
dev_1852,yes,True,True,yes,True,False,True
dev_1853,yes,True,True,yes,True,False,True
dev_1854,i,False,,idk,False,True,
dev_1855,i,False,,idk,False,True,
dev_1856,yes,True,True,yes,True,False,True
dev_1857,yes,True,False,yes,True,False,False
dev_1858,i,False,,idk,False,True,
dev_1860,no,True,True,no,True,False,True
dev_1862,no,True,True,no,True,False,True
dev_1863,i,False,,idk,False,True,
dev_1864,i,False,,idk,False,True,
dev_1865,i,False,,idk,False,True,
dev_1866,yes,True,True,yes,True,False,True
dev_1867,no,True,True,no,True,False,True
dev_1869,yes,True,True,yes,True,False,True
dev_1870,yes,True,True,yes,True,False,True
dev_1871,no,True,True,no,True,False,True
dev_1872,yes,True,True,yes,True,False,True
dev_1873,yes,True,True,yes,True,False,True
dev_1874,yes,True,True,yes,True,False,True
dev_1875,yes,True,True,yes,True,False,True
dev_1876,i,False,,idk,False,True,
dev_1877,i,False,,idk,False,True,
dev_1878,i,False,,idk,False,True,
dev_1879,i,False,,idk,False,True,
dev_1880,i,False,,idk,False,True,
dev_1881,yes,True,True,yes,True,False,True
dev_1882,no,True,True,no,True,False,True
dev_1883,no,True,True,no,True,False,True
dev_1884,i,False,,idk,False,True,
dev_1885,yes,True,True,yes,True,False,True
dev_1886,i,False,,idk,False,True,
dev_1887,no,True,True,no,True,False,True
dev_1888,i,False,,idk,False,True,
dev_1889,i,False,,idk,False,True,
dev_1890,i,False,,idk,False,True,
dev_1891,yes,True,True,yes,True,False,True
dev_1892,no,True,True,no,True,False,True
dev_1893,i,False,,idk,False,True,
dev_1894,i,False,,idk,False,True,
dev_1895,no,True,False,no,True,False,False
dev_1896,i,False,,idk,False,True,
dev_1897,yes,True,True,yes,True,False,True
dev_1898,yes,True,True,yes,True,False,True
dev_1901,i,False,,idk,False,True,
dev_1902,yes,True,True,yes,True,False,True
dev_1904,i,False,,idk,False,True,
dev_1905,i,False,,idk,False,True,
dev_1906,yes,True,False,yes,True,False,False
dev_1907,yes,True,True,yes,True,False,True
dev_1908,no,True,True,no,True,False,True
dev_1909,yes,True,True,yes,True,False,True
dev_1910,i,False,,idk,False,True,
dev_1911,no,True,True,no,True,False,True
dev_1912,i,False,,idk,False,True,
dev_1913,yes,True,True,yes,True,False,True
dev_1914,yes,True,True,yes,True,False,True
dev_1915,no,True,True,no,True,False,True
dev_1916,no,True,False,no,True,False,False
dev_1917,no,True,True,no,True,False,True
dev_1918,yes,True,True,yes,True,False,True
dev_1919,no,True,False,no,True,False,False
dev_1920,yes,True,True,yes,True,False,True
dev_1921,i,False,,idk,False,True,
dev_1922,yes,True,True,yes,True,False,True
dev_1923,yes,True,True,yes,True,False,True
dev_1924,no,True,False,no,True,False,False
dev_1925,i,False,,idk,False,True,
dev_1927,yes,True,True,yes,True,False,True
dev_1928,i,False,,other,False,False,
dev_1929,yes,True,True,yes,True,False,True
dev_1930,yes,True,True,yes,True,False,True
dev_1931,i,False,,idk,False,True,
dev_1932,i,False,,idk,False,True,
dev_1934,yes,True,True,yes,True,False,True
dev_1936,yes,True,True,yes,True,False,True
dev_1937,yes,True,True,yes,True,False,True
dev_1938,yes,True,False,yes,True,False,False
dev_1939,kristen,False,,other,False,False,
dev_1940,i,False,,idk,False,True,
dev_1941,i,False,,idk,False,True,
dev_1942,i,False,,idk,False,True,
dev_1943,i,False,,idk,False,True,
dev_1944,yes,True,True,yes,True,False,True
dev_1945,no,True,True,no,True,False,True
dev_1946,no,True,True,no,True,False,True
dev_1947,i,False,,idk,False,True,
dev_1948,no,True,False,no,True,False,False
dev_1949,no,True,True,no,True,False,True
dev_1950,yes,True,False,yes,True,False,False
dev_1951,no,True,True,no,True,False,True
dev_1952,i,False,,idk,False,True,
dev_1953,i,False,,idk,False,True,
dev_1954,no,True,True,no,True,False,True
dev_1955,yes,True,True,yes,True,False,True
dev_1956,i,False,,idk,False,True,
dev_1957,i,False,,idk,False,True,
dev_1958,no,True,True,no,True,False,True
dev_1959,yes,True,True,yes,True,False,True
dev_1960,yes,True,False,yes,True,False,False
dev_1961,in,False,,other,False,False,
dev_1962,i,False,,idk,False,True,
dev_1963,yes,True,True,yes,True,False,True
dev_1964,i,False,,idk,False,True,
dev_1965,yes,True,True,yes,True,False,True
dev_1966,i,False,,idk,False,True,
dev_1967,yes,True,True,yes,True,False,True
dev_1968,i,False,,idk,False,True,
dev_1969,no,True,True,no,True,False,True
dev_1970,yes,True,True,yes,True,False,True
dev_1971,i,False,,idk,False,True,
dev_1972,i,False,,idk,False,True,
dev_1974,no,True,True,no,True,False,True
dev_1975,yes,True,True,yes,True,False,True
dev_1976,yes,True,True,yes,True,False,True
dev_1977,yes,True,False,yes,True,False,False
dev_1978,yes,True,True,yes,True,False,True
dev_1979,i,False,,idk,False,True,
dev_1980,yes,True,True,yes,True,False,True
dev_1981,i,False,,idk,False,True,
dev_1982,i,False,,idk,False,True,
dev_1983,yes,True,True,yes,True,False,True
dev_1984,yes,True,True,yes,True,False,True
dev_1985,yes,True,True,yes,True,False,True
dev_1987,i,False,,idk,False,True,
dev_1988,yes,True,True,yes,True,False,True
dev_1989,yes,True,True,yes,True,False,True
dev_1990,yes,True,True,yes,True,False,True
dev_1991,i,False,,idk,False,True,
dev_1992,yes,True,True,yes,True,False,True
dev_1993,i,False,,idk,False,True,
dev_1994,yes,True,True,yes,True,False,True
dev_1995,no,True,False,no,True,False,False
dev_1996,i,False,,idk,False,True,
dev_1997,no,True,False,no,True,False,False
dev_1998,i,False,,idk,False,True,
dev_1999,yes,True,True,yes,True,False,True
dev_2000,i,False,,idk,False,True,
dev_2001,i,False,,idk,False,True,
dev_2002,i,False,,other,False,False,
dev_2003,yes,True,True,yes,True,False,True
dev_2006,yes,True,True,yes,True,False,True
dev_2007,i,False,,idk,False,True,
dev_2008,yes,True,True,yes,True,False,True
dev_2009,yes,True,False,yes,True,False,False
dev_2010,yes,True,True,yes,True,False,True
dev_2011,i,False,,idk,False,True,
dev_2012,yes,True,True,yes,True,False,True
dev_2013,yes,True,True,yes,True,False,True
dev_2015,i,False,,idk,False,True,
dev_2016,i,False,,idk,False,True,
dev_2017,yes,True,True,yes,True,False,True
dev_2018,i,False,,idk,False,True,
dev_2019,yes,True,True,yes,True,False,True
dev_2020,yes,True,True,yes,True,False,True
dev_2021,yes,True,True,yes,True,False,True
dev_2022,no,True,True,no,True,False,True
dev_2023,i,False,,idk,False,True,
dev_2024,no,True,True,no,True,False,True
dev_2025,i,False,,idk,False,True,
dev_2026,yes,True,True,yes,True,False,True
dev_2027,no,True,True,no,True,False,True
dev_2028,yes,True,True,yes,True,False,True
dev_2029,yes,True,True,yes,True,False,True
dev_2030,yes,True,True,yes,True,False,True
dev_2031,yes,True,True,yes,True,False,True
dev_2032,no,True,False,no,True,False,False
dev_2034,yes,True,True,yes,True,False,True
dev_2035,i,False,,idk,False,True,
dev_2036,yes,True,True,yes,True,False,True
dev_2037,i,False,,idk,False,True,
dev_2038,yes,True,True,yes,True,False,True
dev_2039,i,False,,idk,False,True,
dev_2040,i,False,,idk,False,True,
dev_2041,yes,True,True,yes,True,False,True
dev_2042,no,True,True,no,True,False,True
dev_2043,i,False,,idk,False,True,
dev_2044,i,False,,idk,False,True,
dev_2045,no,True,False,no,True,False,False
dev_2047,yes,True,True,yes,True,False,True
dev_2048,i,False,,idk,False,True,
dev_2049,yes,True,True,yes,True,False,True
dev_2050,yes,True,True,yes,True,False,True
dev_2051,i,False,,idk,False,True,
dev_2052,yes,True,True,yes,True,False,True
dev_2053,yes,True,False,yes,True,False,False
dev_2054,yes,True,True,yes,True,False,True
dev_2056,i,False,,idk,False,True,
dev_2057,no,True,True,no,True,False,True
dev_2058,yes,True,True,yes,True,False,True
dev_2059,i,False,,idk,False,True,
dev_2060,i,False,,idk,False,True,
dev_2061,yes,True,False,yes,True,False,False
dev_2062,no,True,True,no,True,False,True
dev_2063,yes,True,True,yes,True,False,True
dev_2064,i,False,,idk,False,True,
dev_2065,no,True,False,no,True,False,False
dev_2066,rachel,False,,other,False,False,
dev_2067,yes,True,True,yes,True,False,True
dev_2068,no,True,False,no,True,False,False
dev_2069,yes,True,True,yes,True,False,True
dev_2071,yes,True,True,yes,True,False,True
dev_2072,i,False,,idk,False,True,
dev_2073,i,False,,idk,False,True,
dev_2074,i,False,,idk,False,True,
dev_2075,i,False,,idk,False,True,
dev_2076,no,True,True,no,True,False,True
dev_2077,i,False,,idk,False,True,
dev_2078,yes,True,False,yes,True,False,False
dev_2079,no,True,False,no,True,False,False
dev_2080,i,False,,idk,False,True,
dev_2082,i,False,,idk,False,True,
dev_2083,i,False,,idk,False,True,
dev_2084,i,False,,idk,False,True,
dev_2085,yes,True,True,yes,True,False,True
dev_2087,i,False,,idk,False,True,
dev_2088,yes,True,False,yes,True,False,False
dev_2089,i,False,,idk,False,True,
dev_2091,yes,True,False,yes,True,False,False
dev_2092,yes,True,True,yes,True,False,True
dev_2093,i,False,,idk,False,True,
dev_2094,yes,True,False,yes,True,False,False
dev_2095,no,True,False,no,True,False,False
dev_2096,no,True,True,no,True,False,True
dev_2097,yes,True,True,yes,True,False,True
dev_2098,yes,True,True,yes,True,False,True
dev_2099,yes,True,True,yes,True,False,True
dev_2100,yes,True,True,yes,True,False,True
dev_2101,yes,True,True,yes,True,False,True
dev_2102,i,False,,idk,False,True,
dev_2104,no,True,True,no,True,False,True
dev_2105,yes,True,True,yes,True,False,True
dev_2106,yes,True,True,yes,True,False,True
dev_2107,yes,True,True,yes,True,False,True
dev_2108,no,True,True,no,True,False,True
dev_2109,no,True,True,no,True,False,True
dev_2110,i,False,,idk,False,True,
dev_2111,i,False,,idk,False,True,
dev_2112,yes,True,True,yes,True,False,True
dev_2113,i,False,,idk,False,True,
dev_2114,yes,True,True,yes,True,False,True
dev_2115,i,False,,idk,False,True,
dev_2116,i,False,,idk,False,True,
dev_2117,yes,True,True,yes,True,False,True
dev_2118,yes,True,True,yes,True,False,True
dev_2120,i,False,,idk,False,True,
dev_2121,i,False,,idk,False,True,
dev_2122,i,False,,idk,False,True,
dev_2123,yes,True,True,yes,True,False,True
dev_2124,no,True,True,no,True,False,True
dev_2125,yes,True,True,yes,True,False,True
dev_2126,yes,True,True,yes,True,False,True
dev_2127,i,False,,idk,False,True,
dev_2128,no,True,True,no,True,False,True
dev_2130,yes,True,True,yes,True,False,True
dev_2131,no,True,True,no,True,False,True
dev_2132,i,False,,idk,False,True,
dev_2133,i,False,,idk,False,True,
dev_2134,yes,True,True,yes,True,False,True
dev_2135,yes,True,True,yes,True,False,True
dev_2136,yes,True,True,yes,True,False,True
dev_2137,no,True,True,no,True,False,True
dev_2138,yes,True,True,yes,True,False,True
dev_2139,yes,True,False,yes,True,False,False
dev_2140,i,False,,idk,False,True,
dev_2141,i,False,,idk,False,True,
dev_2142,i,False,,idk,False,True,
dev_2143,i,False,,idk,False,True,
dev_2144,i,False,,idk,False,True,
dev_2145,i,False,,idk,False,True,
dev_2146,yes,True,True,yes,True,False,True
dev_2147,i,False,,idk,False,True,
dev_2148,i,False,,idk,False,True,
dev_2149,i,False,,idk,False,True,
dev_2150,i,False,,idk,False,True,
dev_2151,i,False,,idk,False,True,
dev_2152,i,False,,idk,False,True,
dev_2153,i,False,,idk,False,True,
dev_2154,yes,True,True,yes,True,False,True
dev_2155,yes,True,True,yes,True,False,True
dev_2156,i,False,,idk,False,True,
dev_2157,yes,True,True,yes,True,False,True
dev_2158,i,False,,idk,False,True,
dev_2159,yes,True,True,yes,True,False,True
dev_2160,yes,True,True,yes,True,False,True
dev_2161,i,False,,idk,False,True,
dev_2162,i,False,,idk,False,True,
dev_2163,yes,True,True,yes,True,False,True
dev_2164,yes,True,True,yes,True,False,True
dev_2166,no,True,False,no,True,False,False
dev_2167,yes,True,True,yes,True,False,True
dev_2168,i,False,,idk,False,True,
dev_2170,no,True,True,no,True,False,True
dev_2171,no,True,True,no,True,False,True
dev_2172,i,False,,idk,False,True,
dev_2173,yes,True,True,yes,True,False,True
dev_2174,no,True,True,no,True,False,True
dev_2176,i,False,,idk,False,True,
dev_2177,i,False,,idk,False,True,
dev_2178,i,False,,idk,False,True,
dev_2179,i,False,,idk,False,True,
dev_2180,i,False,,idk,False,True,
dev_2181,i,False,,idk,False,True,
dev_2182,i,False,,idk,False,True,
dev_2183,yes,True,True,yes,True,False,True
dev_2184,yes,True,False,yes,True,False,False
dev_2185,i,False,,idk,False,True,
dev_2187,no,True,False,no,True,False,False
dev_2189,i,False,,idk,False,True,
dev_2190,i,False,,idk,False,True,
dev_2191,yes,True,True,yes,True,False,True
dev_2192,yes,True,False,yes,True,False,False
dev_2193,i,False,,idk,False,True,
dev_2194,yes,True,True,yes,True,False,True
dev_2195,i,False,,idk,False,True,
dev_2196,yes,True,False,yes,True,False,False
dev_2197,yes,True,True,yes,True,False,True
dev_2199,no,True,False,no,True,False,False
dev_2200,no,True,True,no,True,False,True
dev_2201,yes,True,True,yes,True,False,True
dev_2202,yes,True,True,yes,True,False,True
dev_2203,i,False,,idk,False,True,
dev_2204,no,True,False,no,True,False,False
dev_2205,no,True,True,no,True,False,True
dev_2206,no,True,True,no,True,False,True
dev_2207,yes,True,True,yes,True,False,True
dev_2208,i,False,,idk,False,True,
dev_2209,i,False,,idk,False,True,
dev_2210,yes,True,True,yes,True,False,True
dev_2211,no,True,True,no,True,False,True
dev_2212,i,False,,idk,False,True,
dev_2213,i,False,,idk,False,True,
dev_2214,i,False,,idk,False,True,
dev_2215,i,False,,idk,False,True,
dev_2216,i,False,,idk,False,True,
dev_2218,no,True,True,no,True,False,True
dev_2219,yes,True,True,yes,True,False,True
dev_2220,yes,True,False,yes,True,False,False
dev_2221,i,False,,idk,False,True,
dev_2222,no,True,True,no,True,False,True
dev_2223,i,False,,idk,False,True,
dev_2224,yes,True,False,yes,True,False,False
dev_2225,yes,True,True,yes,True,False,True
dev_2226,i,False,,idk,False,True,
dev_2227,yes,True,True,yes,True,False,True
dev_2228,no,True,True,no,True,False,True
dev_2229,yes,True,True,yes,True,False,True
dev_2230,i,False,,idk,False,True,
dev_2231,yes,True,True,yes,True,False,True
dev_2232,yes,True,False,yes,True,False,False
dev_2234,yes,True,False,yes,True,False,False
dev_2235,yes,True,True,yes,True,False,True
dev_2237,yes,True,False,yes,True,False,False
dev_2238,yes,True,True,yes,True,False,True
dev_2239,i,False,,idk,False,True,
dev_2240,yes,True,True,yes,True,False,True
dev_2241,no,True,True,no,True,False,True
dev_2243,i,False,,idk,False,True,
dev_2244,i,False,,idk,False,True,
dev_2245,yes,True,True,yes,True,False,True
dev_2246,no,True,True,no,True,False,True
dev_2247,no,True,False,no,True,False,False
dev_2248,no,True,False,no,True,False,False
dev_2249,yes,True,True,yes,True,False,True
dev_2250,i,False,,idk,False,True,
dev_2251,yes,True,True,yes,True,False,True
dev_2252,no,True,True,no,True,False,True
dev_2253,i,False,,idk,False,True,
dev_2254,i,False,,idk,False,True,
dev_2255,yes,True,True,yes,True,False,True
dev_2256,i,False,,idk,False,True,
dev_2257,yes,True,True,yes,True,False,True
dev_2258,yes,True,True,yes,True,False,True
dev_2259,i,False,,idk,False,True,
dev_2260,yes,True,True,yes,True,False,True
dev_2262,no,True,True,no,True,False,True
dev_2263,i,False,,idk,False,True,
dev_2264,yes,True,True,yes,True,False,True
dev_2265,no,True,True,no,True,False,True
dev_2266,yes,True,False,yes,True,False,False
dev_2267,yes,True,True,yes,True,False,True
dev_2268,i,False,,idk,False,True,
dev_2269,yes,True,True,yes,True,False,True
dev_2270,i,False,,idk,False,True,
dev_2272,yes,True,True,yes,True,False,True
dev_2275,no,True,False,no,True,False,False
dev_2276,i,False,,idk,False,True,
dev_2277,no,True,True,no,True,False,True
dev_2278,i,False,,idk,False,True,
dev_2279,i,False,,idk,False,True,
dev_2280,the,False,,other,False,False,
dev_2281,i,False,,idk,False,True,
dev_2282,i,False,,idk,False,True,
dev_2283,no,True,True,no,True,False,True
dev_2284,i,False,,idk,False,True,
dev_2285,yes,True,True,yes,True,False,True
dev_2286,yes,True,True,yes,True,False,True
dev_2287,yes,True,True,yes,True,False,True
dev_2288,yes,True,True,yes,True,False,True
dev_2289,no,True,True,no,True,False,True
dev_2290,i,False,,idk,False,True,
dev_2291,yes,True,True,yes,True,False,True
dev_2292,i,False,,idk,False,True,
dev_2293,yes,True,True,yes,True,False,True
dev_2294,yes,True,True,yes,True,False,True
dev_2295,no,True,False,no,True,False,False
dev_2296,yes,True,True,yes,True,False,True
dev_2297,i,False,,idk,False,True,
dev_2298,yes,True,True,yes,True,False,True
dev_2299,i,False,,idk,False,True,
dev_2301,the,False,,other,False,False,
dev_2302,yes,True,True,yes,True,False,True
dev_2303,i,False,,idk,False,True,
dev_2304,no,True,False,no,True,False,False
dev_2306,no,True,False,no,True,False,False
dev_2308,i,False,,idk,False,True,
dev_2309,no,True,True,no,True,False,True
dev_2310,yes,True,False,yes,True,False,False
dev_2311,i,False,,idk,False,True,
dev_2312,i,False,,idk,False,True,
dev_2313,i,False,,idk,False,True,
dev_2314,yes,True,True,yes,True,False,True
dev_2315,no,True,False,no,True,False,False
dev_2316,i,False,,idk,False,True,
dev_2317,i,False,,idk,False,True,
dev_2318,i,False,,idk,False,True,
dev_2319,yes,True,True,yes,True,False,True
dev_2320,i,False,,idk,False,True,
dev_2321,no,True,True,no,True,False,True
dev_2322,i,False,,idk,False,True,
dev_2323,yes,True,False,yes,True,False,False
dev_2324,yes,True,True,yes,True,False,True
dev_2326,the,False,,other,False,False,
dev_2327,yes,True,True,yes,True,False,True
dev_2328,yes,True,False,yes,True,False,False
dev_2329,i,False,,idk,False,True,
dev_2330,i,False,,idk,False,True,
dev_2331,yes,True,True,yes,True,False,True
dev_2332,i,False,,idk,False,True,
dev_2333,yes,True,True,yes,True,False,True
