scaffold,L,boolq_id,gold,reply,timing_s,first_token,compliant,pred_strict,correct_strict,pred_label,pred_raw,is_answered,is_idk,answered_correct,condition,acc_type
semantic,21,dev_1786,1,NO,40.305,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_1789,0,YES,41.466,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_1790,0,NO,40.451,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_1804,1,NO,39.876,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_1805,0,NO,39.626,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_1806,0,NO,39.83,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_1807,0,NO,39.616,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_1814,0,NO,39.682,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_1819,0,NO,40.21,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_1823,1,NO,41.823,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_1825,0,NO,37.538,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_1832,0,I don't know.,40.24,i,False,,,idk,i don't know,False,True,,semantic,IDK
semantic,21,dev_1849,1,NO,39.434,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_1851,0,YES,40.878,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_1857,0,YES,40.704,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_1860,0,NO,39.552,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_1862,0,NO,37.372,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_1864,1,NO,40.221,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_1869,1,YES,39.54,yes,True,1.0,True,yes,yes,True,False,True,semantic,Correct
semantic,21,dev_1873,1,YES,39.543,yes,True,1.0,True,yes,yes,True,False,True,semantic,Correct
semantic,21,dev_1876,0,NO,39.898,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_1887,0,NO,38.598,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_1889,1,NO,39.737,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_1895,1,NO,37.352,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_1905,0,NO,40.148,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_1906,0,NO,38.015,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_1911,0,NO,41.176,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_1915,0,NO,40.927,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_1916,1,NO,40.382,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_1919,1,YES,38.585,yes,True,1.0,True,yes,yes,True,False,True,semantic,Correct
semantic,21,dev_1924,1,NO,39.156,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_1925,0,NO,37.25,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_1938,0,YES,35.741,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_1943,0,YES,38.157,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_1946,0,NO,39.817,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_1948,1,NO,39.385,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_1950,0,NO,39.284,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_1951,0,YES,38.606,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_1959,1,YES,39.541,yes,True,1.0,True,yes,yes,True,False,True,semantic,Correct
semantic,21,dev_1960,0,NO,41.064,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_1963,1,YES,39.348,yes,True,1.0,True,yes,yes,True,False,True,semantic,Correct
semantic,21,dev_1967,1,YES,39.409,yes,True,1.0,True,yes,yes,True,False,True,semantic,Correct
semantic,21,dev_1968,1,I don't know,40.058,i,False,,,idk,i don't know,False,True,,semantic,IDK
semantic,21,dev_1970,1,YES,40.79,yes,True,1.0,True,yes,yes,True,False,True,semantic,Correct
semantic,21,dev_1971,0,NO,38.51,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_1977,0,NO,40.563,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_1985,1,YES,39.625,yes,True,1.0,True,yes,yes,True,False,True,semantic,Correct
semantic,21,dev_1991,0,NO,38.704,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_1992,1,NO,42.051,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_1995,1,YES,38.974,yes,True,1.0,True,yes,yes,True,False,True,semantic,Correct
semantic,21,dev_1997,1,YES,40.238,yes,True,1.0,True,yes,yes,True,False,True,semantic,Correct
semantic,21,dev_2001,0,NO,38.694,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2007,1,NO,39.604,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2009,0,YES,39.318,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_2012,1,YES,40.726,yes,True,1.0,True,yes,yes,True,False,True,semantic,Correct
semantic,21,dev_2024,0,NO,39.252,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2025,0,NO,38.23,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2027,0,NO,38.171,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2032,1,YES,39.847,yes,True,1.0,True,yes,yes,True,False,True,semantic,Correct
semantic,21,dev_2045,1,NO,38.538,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2047,1,YES,39.369,yes,True,1.0,True,yes,yes,True,False,True,semantic,Correct
semantic,21,dev_2049,1,NO,40.437,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2050,1,YES,38.764,yes,True,1.0,True,yes,yes,True,False,True,semantic,Correct
semantic,21,dev_2053,0,NO,39.868,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2061,0,NO,39.697,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2062,0,NO,39.14,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2065,1,NO,38.35,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2068,1,NO,39.424,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2078,0,YES,39.733,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_2079,1,YES,39.192,yes,True,1.0,True,yes,yes,True,False,True,semantic,Correct
semantic,21,dev_2080,1,NO,41.635,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2087,0,I don't know.,40.0,i,False,,,idk,i don't know,False,True,,semantic,IDK
semantic,21,dev_2088,0,NO,39.072,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2091,0,NO,40.945,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2093,1,YES,40.292,yes,True,1.0,True,yes,yes,True,False,True,semantic,Correct
semantic,21,dev_2094,0,YES,39.472,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_2095,1,YES,39.356,yes,True,1.0,True,yes,yes,True,False,True,semantic,Correct
semantic,21,dev_2096,0,NO,40.3,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2104,0,NO,38.968,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2109,0,NO,40.423,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2115,0,NO,39.029,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2118,1,I don't know.,39.896,i,False,,,idk,i don't know,False,True,,semantic,IDK
semantic,21,dev_2120,0,NO,39.317,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2131,0,NO,40.69,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2137,0,NO,39.728,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2139,0,YES,39.043,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_2156,0,"NO


##",40.435,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2158,0,NO,40.789,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2166,1,NO,39.479,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2174,0,NO,39.748,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2184,0,NO,38.983,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2187,1,NO,38.581,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2192,0,NO,38.297,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2196,0,NO,39.565,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2199,1,YES,39.976,yes,True,1.0,True,yes,yes,True,False,True,semantic,Correct
semantic,21,dev_2204,1,NO,40.976,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2206,0,NO,40.422,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2213,1,NO,38.295,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2214,1,NO,39.748,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2215,0,NO,38.41,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2220,0,YES,39.025,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_2223,1,YES,40.247,yes,True,1.0,True,yes,yes,True,False,True,semantic,Correct
semantic,21,dev_2224,0,NO,39.181,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2232,0,YES,40.452,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_2234,0,YES,39.345,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_2237,0,YES,40.576,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_2239,1,NO,39.008,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2247,1,NO,38.113,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2248,1,NO,37.943,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2250,1,NO,38.191,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2252,0,NO,39.712,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2262,0,NO,38.728,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2265,0,NO,37.183,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2266,0,YES,40.065,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_2272,1,NO,38.278,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2275,1,NO,39.62,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2277,0,NO,39.998,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2290,0,YES,37.972,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_2295,1,YES,38.493,yes,True,1.0,True,yes,yes,True,False,True,semantic,Correct
semantic,21,dev_2299,1,NO,38.343,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2303,1,NO,40.443,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2304,1,NO,39.972,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2306,1,NO,38.257,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2309,0,NO,39.292,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2310,0,NO,39.656,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2312,0,NO,38.248,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2315,1,NO,39.563,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2323,0,NO,37.928,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2328,0,YES,40.117,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_2334,0,NO,40.293,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2338,1,YES,39.329,yes,True,1.0,True,yes,yes,True,False,True,semantic,Correct
semantic,21,dev_2350,0,YES,39.899,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_2353,0,NO,39.872,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2364,0,NO,39.431,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2370,1,YES,39.06,yes,True,1.0,True,yes,yes,True,False,True,semantic,Correct
semantic,21,dev_2373,1,NO,39.702,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2382,1,NO,40.429,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2387,1,YES,39.413,yes,True,1.0,True,yes,yes,True,False,True,semantic,Correct
semantic,21,dev_2388,0,I don't know,38.914,i,False,,,idk,i don't know,False,True,,semantic,IDK
semantic,21,dev_2395,1,NO,38.821,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2396,1,NO,39.591,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2397,1,YES,38.689,yes,True,1.0,True,yes,yes,True,False,True,semantic,Correct
semantic,21,dev_2401,0,NO,38.759,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2408,1,NO,38.153,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2413,0,YES,39.619,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_2420,1,I don't know.,39.494,i,False,,,idk,i don't know,False,True,,semantic,IDK
semantic,21,dev_2428,1,NO,40.528,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2431,0,NO,38.433,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2433,0,I don't know.,39.306,i,False,,,idk,i don't know,False,True,,semantic,IDK
semantic,21,dev_2434,0,NO,37.962,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2436,0,NO,38.78,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2441,0,YES,40.431,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_2444,0,NO,38.258,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2447,0,YES,39.614,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_2448,0,NO,39.319,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2471,0,NO,37.887,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2473,1,NO,40.046,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2477,1,NO,37.208,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2479,0,NO,39.221,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2498,1,YES,39.613,yes,True,1.0,True,yes,yes,True,False,True,semantic,Correct
semantic,21,dev_2499,0,NO,39.644,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2503,0,NO,40.1,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2504,0,YES,40.507,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_2509,1,YES,40.785,yes,True,1.0,True,yes,yes,True,False,True,semantic,Correct
semantic,21,dev_2517,0,NO,39.884,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2521,0,NO,38.761,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2524,0,NO,39.352,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2532,1,YES,40.291,yes,True,1.0,True,yes,yes,True,False,True,semantic,Correct
semantic,21,dev_2537,0,NO,40.241,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2538,0,YES,40.301,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_2542,0,NO,39.016,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2547,1,NO,41.272,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2548,0,NO,40.013,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2555,0,YES,41.275,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_2562,0,NO,39.814,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2566,0,YES,40.492,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_2572,0,NO,38.395,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2577,0,YES,40.537,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_2582,1,YES,37.966,yes,True,1.0,True,yes,yes,True,False,True,semantic,Correct
semantic,21,dev_2595,0,NO,38.893,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2598,1,YES,36.689,yes,True,1.0,True,yes,yes,True,False,True,semantic,Correct
semantic,21,dev_2605,1,NO,40.594,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2614,1,NO,37.755,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2622,0,NO,39.216,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2634,1,NO,39.318,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2639,1,NO,38.787,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2641,0,I don't know.,37.616,i,False,,,idk,i don't know,False,True,,semantic,IDK
semantic,21,dev_2643,0,YES,38.478,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_2652,0,NO,40.337,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2655,1,NO,38.895,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2656,1,NO,40.187,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2682,0,NO,39.363,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2690,1,NO,38.486,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2691,0,NO,39.003,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2712,0,NO,39.635,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2719,0,NO,38.468,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2727,0,NO,39.935,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2735,1,NO,38.314,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2740,0,NO,41.634,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2750,1,YES,40.249,yes,True,1.0,True,yes,yes,True,False,True,semantic,Correct
semantic,21,dev_2755,0,NO,38.61,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2756,0,NO,41.258,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2757,1,NO,40.808,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2770,1,NO,37.954,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2782,0,NO,40.019,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2791,1,NO,38.958,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2793,1,NO,39.177,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2798,0,NO,39.017,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2812,0,YES,38.304,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_2813,1,NO,39.567,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2821,1,NO,40.231,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2832,1,YES,39.458,yes,True,1.0,True,yes,yes,True,False,True,semantic,Correct
semantic,21,dev_2836,1,NO,40.134,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2838,0,NO,39.208,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2850,0,NO,39.001,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2853,0,NO,38.826,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2870,0,YES,37.019,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_2875,1,NO,38.414,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2880,0,NO,38.594,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2882,1,NO,37.971,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2890,0,NO,39.631,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2892,0,NO,39.251,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2899,1,NO,39.963,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2901,1,NO,40.015,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2906,1,NO,40.288,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2910,1,NO,39.438,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2911,0,NO,38.273,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2917,1,YES,38.548,yes,True,1.0,True,yes,yes,True,False,True,semantic,Correct
semantic,21,dev_2919,0,YES,39.396,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_2921,0,NO,39.058,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2929,1,NO,40.832,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2931,1,NO,40.014,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2933,0,YES,39.586,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_2956,1,NO,38.922,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2959,0,YES,40.006,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_2966,1,NO,39.483,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2967,1,NO,39.502,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2972,0,NO,40.664,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2973,0,NO,40.412,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_2974,1,YES,38.715,yes,True,1.0,True,yes,yes,True,False,True,semantic,Correct
semantic,21,dev_2991,1,NO,39.315,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_2993,1,NO,37.708,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_3000,1,NO,36.608,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_3004,0,NO,38.674,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_3005,0,NO,39.47,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_3007,1,YES,40.355,yes,True,1.0,True,yes,yes,True,False,True,semantic,Correct
semantic,21,dev_3014,0,NO,39.563,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_3015,1,NO,38.86,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_3027,0,YES,39.094,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_3029,0,YES,40.176,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_3034,0,NO,39.404,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_3035,0,YES,39.052,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_3040,0,YES,38.897,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_3057,0,NO,37.734,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_3062,0,NO,40.157,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_3073,0,YES,39.002,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_3075,0,NO,39.792,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_3079,1,NO,38.727,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_3089,1,NO,37.839,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_3105,1,NO,39.296,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_3106,1,NO,38.969,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_3107,1,YES,39.208,yes,True,1.0,True,yes,yes,True,False,True,semantic,Correct
semantic,21,dev_3122,0,YES,39.985,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_3126,1,NO,39.938,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_3138,0,YES,39.195,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_3143,0,YES,41.459,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_3155,1,YES,38.123,yes,True,1.0,True,yes,yes,True,False,True,semantic,Correct
semantic,21,dev_3158,1,I don't know,37.792,i,False,,,idk,i don't know,False,True,,semantic,IDK
semantic,21,dev_3159,0,NO,37.778,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_3167,0,NO,39.798,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_3173,0,NO,39.419,no,True,0.0,True,no,no,True,False,True,semantic,Correct
semantic,21,dev_3183,0,YES,36.839,yes,True,1.0,False,yes,yes,True,False,False,semantic,Incorrect
semantic,21,dev_3187,1,NO,40.554,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
semantic,21,dev_3188,1,NO,41.124,no,True,0.0,False,no,no,True,False,False,semantic,Incorrect
